cycle,nameplate,class,drivetrain,model_years,rate_overall,ci_lo,ci_hi,rate_mv,rate_sv,rate_sv_roll,exposure_rvy
MY2011,Hyundai Santa Fe,midsize SUVs,2WD,2008-11,16,1,32,11.0,5.0,5.0,476958
MY2011,Toyota Highlander,midsize SUVs,4WD,2008-11,14,0,28,14.0,0.0,0.0,530715
MY2011,Mazda CX-9,midsize SUVs,2WD,2008-11,12,0,29,0.0,12.0,6.0,126339
MY2011,Ford Flex,midsize SUVs,2WD,2009-11,5,0,15,0.0,5.0,0.0,151479
MY2011,Kia Sorento,midsize SUVs,2WD,2011,0,0,35,0.0,0.0,0.0,106363
MY2011,Toyota FJ Cruiser,midsize SUVs,4WD,2008-11,18,0,36,5.0,13.0,4.0,170822
MY2011,Hyundai Santa Fe,midsize SUVs,4WD,2008-11,12,0,24,0.0,12.0,6.0,259481
MY2011,Toyota Highlander,midsize SUVs,2WD,2008-11,7,0,18,5.0,2.0,2.0,387923
MY2011,Ford Edge,midsize SUVs,4WD,2008-11,41,12,70,17.0,24.0,14.0,356784
MY2011,Chevrolet Equinox,midsize SUVs,2WD,2010-11,5,0,12,3.0,2.0,0.0,302463
MY2011,GMC Terrain,midsize SUVs,2WD,2010-11,38,0,80,29.0,6.0,0.0,114848
MY2011,Jeep Grand Cherokee,midsize SUVs,4WD,2011,7,0,21,7.0,0.0,0.0,108237
MY2011,Toyota Venza,midsize SUVs,2WD,2009-11,21,0,47,5.0,18.0,4.0,173444
MY2011,Jeep Liberty,midsize SUVs,4WD,2008-11,19,4,35,7.0,14.0,2.0,449619
MY2011,Chevrolet Equinox,midsize SUVs,4WD,2010-11,5,0,15,5.0,0.0,0.0,151440
MY2011,Mazda CX-9,midsize SUVs,4WD,2008-11,5,0,16,0.0,5.0,5.0,143907
MY2011,Ford Edge,midsize SUVs,2WD,2008-11,14,3,25,4.0,10.0,4.0,625197
MY2011,GMC Acadia,large SUVs,4WD,2008-11,8,0,18,3.0,5.0,3.0,271691
MY2011,Toyota Sequoia,large SUVs,4WD,2008-11,0,0,33,0.0,0.0,0.0,110430
MY2011,Buick Enclave,large SUVs,2WD,2008-11,8,0,16,5.0,2.0,3.0,300006
MY2011,Ford Expedition,large SUVs,2WD,2008-11,36,3,68,30.0,5.0,5.0,165001
MY2011,Chevrolet Tahoe,large SUVs,2WD,2008-11,18,6,30,8.0,10.0,4.0,386837
MY2011,Chevrolet Traverse,large SUVs,2WD,2009-11,8,0,17,3.0,5.0,3.0,296227
MY2011,Buick Enclave,large SUVs,4WD,2008-11,10,0,29,0.0,10.0,10.0,213503
MY2011,Chevrolet Tahoe,large SUVs,4WD,2008-11,10,1,18,6.0,4.0,2.0,401018
MY2011,GMC Acadia,large SUVs,2WD,2008-11,15,1,29,11.0,4.0,4.0,391239
MY2011,Chevrolet Traverse,large SUVs,4WD,2009-11,11,0,24,4.0,7.0,0.0,206139
MY2011,GMC Yukon,large SUVs,2WD,2008-11,7,0,20,0.0,7.0,0.0,116869
MY2011,Ford Expedition,large SUVs,4WD,2008-11,5,0,15,5.0,0.0,0.0,153460
MY2011,GMC Yukon,large SUVs,4WD,2008-11,4,0,11,0.0,4.0,0.0,208828
MY2011,Nissan Armada,large SUVs,2WD,2008-11,7,0,21,0.0,7.0,7.0,111238
MY2011,Chevrolet Avalanche 1500,very large SUVs,4WD,2008-11,29,5,53,0.0,29.0,19.0,156690
MY2011,Chevrolet Suburban 1500,very large SUVs,2WD,2008-11,60,13,107,31.0,28.0,9.0,166891
MY2011,Chevrolet Avalanche 1500,very large SUVs,2WD,2008-11,15,0,36,8.0,7.0,7.0,101293
MY2011,GMC Yukon XL 1500,very large SUVs,4WD,2008-11,9,0,23,9.0,0.0,0.0,163541
MY2011,Chevrolet Suburban 1500,very large SUVs,4WD,2008-11,17,0,34,14.0,2.0,0.0,299625
MY2011,Volvo XC90,midsize luxury SUVs,4WD,2008-11,0,0,33,0.0,0.0,0.0,111610
MY2011,Lexus RX 350,midsize luxury SUVs,4WD,2010-11,0,0,20,0.0,0.0,0.0,185441
MY2011,Mercedes-Benz M-Class,midsize luxury SUVs,4WD,2008-11,3,0,10,3.0,0.0,0.0,236380
MY2011,BMW X5,midsize luxury SUVs,4WD,2008-11,14,0,31,6.0,9.0,8.0,262354
MY2011,Lincoln MKX,midsize luxury SUVs,4WD,2008-11,12,0,30,12.0,0.0,0.0,122868
MY2011,Acura MDX,midsize luxury SUVs,4WD,2008-11,12,0,24,6.0,5.0,2.0,423632
MY2011,Lexus RX 350,midsize luxury SUVs,2WD,2010-11,6,0,18,6.0,0.0,0.0,126252
MY2011,Acura RDX,midsize luxury SUVs,4WD,2008-11,12,0,28,0.0,12.0,0.0,130291
MY2011,Lincoln MKX,midsize luxury SUVs,2WD,2008-11,20,0,43,14.0,6.0,7.0,114683
MY2011,Cadillac Escalade,large luxury SUVs,4WD,2008-11,37,0,73,6.0,33.0,26.0,139354
MY2011,Mercedes-Benz GL-Class,large luxury SUVs,4WD,2008-11,0,0,22,0.0,0.0,0.0,170820
MY2011,Land Rover Range Rover Sport,large luxury SUVs,4WD,2008-11,6,0,18,0.0,6.0,0.0,127130
MY2008,Saab 9-3 4-door,midsize luxury cars,,2005-08,16,8,24,8.0,8.0,8.0,160496
MY2008,Acura 3.2 TL,midsize luxury cars,,2005-08,21,16,26,13.0,8.0,0.0,667804
MY2008,Lexus ES 350,midsize luxury cars,,2007-08,32,22,42,14.0,18.0,0.0,316267
MY2008,Lincoln Zephyr/MKZ,midsize luxury cars,,2006-08,72,53,90,36.0,36.0,22.0,156731
MY2008,BMW 3 series 4-door,midsize luxury cars,,2007-08,63,44,81,31.0,31.0,16.0,172597
MY2008,Lexus IS 250 4-door,midsize luxury cars,,2006-08,33,21,45,24.0,8.0,0.0,150891
MY2008,Mercedes-Benz CLK-Class convertible,midsize luxury cars,,2005-08,33,16,50,20.0,13.0,7.0,112275
MY2008,Audi A4 4-door,midsize luxury cars,4WD,2005-08,28,18,38,21.0,7.0,0.0,189290
MY2008,Acura RL,large luxury cars,,2005-08,21,10,31,10.0,10.0,0.0,134719
MY2008,Mercedes-Benz E-Class 4-door,large luxury cars,4WD,2005-08,0,0,43,0.0,0.0,0.0,130696
MY2008,Audi A6 4-door,large luxury cars,4WD,2005-08,0,0,28,0.0,0.0,0.0,130298
MY2008,Mercedes-Benz E-Class 4-door,large luxury cars,,2005-08,12,7,17,12.0,0.0,0.0,340356
MY2008,Cadillac STS V6,large luxury cars,,2005-08,38,26,49,13.0,25.0,13.0,183357
MY2008,BMW 7 series,very large luxury cars,,2006-08,30,17,43,30.0,0.0,0.0,128483
MY2008,Lincoln Town Car,very large luxury cars,,2005-08,54,45,63,28.0,26.0,8.0,357895
MY2008,Mazda Mx-5 Miata convertible,mini sports cars,,2006-08,83,61,104,62.0,21.0,21.0,101952
MY2008,Mercedes-Benz SLK-Class convertible,small sports cars,,2005-08,47,27,67,47.0,0.0,0.0,101150
MY2008,Pontiac Soltice convertible,small sports cars,,2006-08,63,45,80,9.0,54.0,36.0,107662
MY2008,Nissan 350Z 2-door,midsize sports cars,,2005-08,143,120,166,53.0,90.0,63.0,150467
MY2008,Chevrolet Corvette 2-door,midsize sports cars,,2005-08,69,56,82,27.0,41.0,37.0,196623
MY2008,Honda Fit,mini station wagons/minivans,,2007-08,63,49,77,26.0,37.0,26.0,203929
MY2008,Chevrolet Aveo,mini station wagons/minivans,,2006-08,58,44,72,35.0,23.0,0.0,137928
MY2008,Dodge Caliber,small station wagons/minivans,,2007-08,39,31,47,21.0,18.0,14.0,373770
MY2008,Kia Spectra5,small station wagons/minivans,,2005-08,102,79,125,63.0,39.0,24.0,109620
MY2008,Chevrolet HHR,small station wagons/minivans,,2006-08,73,63,82,41.0,32.0,20.0,547912
MY2008,Pontiac Vibe,small station wagons/minivans,,2005-08,61,52,70,48.0,13.0,8.0,464275
MY2008,Toyota Matrix,small station wagons/minivans,,2005-08,54,45,62,33.0,20.0,10.0,471023
MY2008,Mazda 5,midsize station wagons/minivans,,2006-08,67,44,89,27.0,40.0,40.0,103072
MY2008,Subaru Outback,midsize station wagons/minivans,,2005-08,40,34,47,17.0,23.0,17.0,591439
MY2008,Dodge Magnum Hemi,large station wagons/minivans,,2005-08,66,46,87,27.0,40.0,20.0,117156
MY2008,Dodge Magnum,large station wagons/minivans,,2005-08,40,31,48,30.0,9.0,0.0,302443
MY2008,Nissan Quest,very large station wagons/minivans,,2005-08,58,46,70,29.0,29.0,10.0,280057
MY2008,Pontiac Montana SV6,very large station wagons/minivans,,2005-08,28,14,42,19.0,9.0,0.0,105914
MY2008,Toyota Sienna,very large station wagons/minivans,,2008,0,0,36,0.0,0.0,0.0,103030
MY2008,Chrysler Town & Country,very large station wagons/minivans,,2008,28,15,41,9.0,19.0,0.0,138882
MY2008,Chevrolet Uplander,very large station wagons/minivans,,2007-08,51,33,68,51.0,0.0,0.0,117755
MY2008,Honda Odyssey,very large station wagons/minivans,,2005-08,17,14,20,12.0,5.0,3.0,1587331
MY2008,Kia Sedona,very large station wagons/minivans,,2006-08,16,9,22,10.0,5.0,0.0,226792
MY2008,Dodge Grand Caravan,very large station wagons/minivans,,2008,63,42,84,63.0,0.0,0.0,131720
MY2008,Ford Ranger,small pickups,2WD,2005-08,81,71,91,47.0,34.0,17.0,276227
MY2008,Chevrolet Colorado crew cab,small pickups,2WD,2005-08,60,50,70,15.0,45.0,33.0,219188
MY2008,Dodge Dakota extended cab,small pickups,4WD,2005-08,24,14,35,12.0,12.0,6.0,118133
MY2008,Ford Ranger extended cab,small pickups,2WD,2005-08,75,65,85,27.0,48.0,31.0,260015
MY2008,Nissan Frontier extended cab,small pickups,2WD,2005-08,71,59,84,29.0,42.0,21.0,170058
MY2008,Toyota Tacoma crew cab,small pickups,2WD,2005-08,51,44,59,18.0,33.0,18.0,384789
MY2008,Toyota Tacoma,small pickups,2WD,2005-08,61,50,72,31.0,31.0,15.0,183106
MY2008,Chevrolet Colorado crew cab,small pickups,4WD,2005-08,73,61,85,17.0,55.0,44.0,202698
MY2008,Chevrolet Colorado extended cab,small pickups,2WD,2005-08,93,78,108,39.0,54.0,31.0,154104
MY2008,Nissan Frontier crew cab,small pickups,4WD,2005-08,22,14,31,11.0,11.0,6.0,132358
MY2008,Toyota Tacoma extended cab,small pickups,2WD,2005-08,42,35,50,16.0,26.0,14.0,304561
MY2008,Dodge Dakota extended cab,small pickups,2WD,2005-08,41,31,51,28.0,13.0,3.0,166917
MY2008,Dodge Dakota crew cab,small pickups,4WD,2005-08,20,14,26,3.0,17.0,9.0,242096
MY2008,Chevrolet Colorado,small pickups,2WD,2005-08,57,47,67,20.0,37.0,20.0,193380
MY2008,Dodge Dakota crew cab,small pickups,2WD,2005-08,55,44,67,4.0,51.0,16.0,182398
MY2008,Toyota Tacoma crew cab,small pickups,4WD,2005-08,28,22,34,11.0,17.0,11.0,318751
MY2008,Ford Ranger extended cab,small pickups,4WD,2005-08,79,67,91,36.0,43.0,27.0,198988
MY2008,Toyota Tacoma extended cab,small pickups,4WD,2005-08,26,20,33,11.0,16.0,5.0,234811
MY2008,Nissan Frontier crew cab,small pickups,2WD,2005-08,77,64,90,31.0,46.0,27.0,200768
MY2008,Dodge Ram,large pickups,2WD,2006-08,36,26,46,9.0,27.0,18.0,126840
MY2008,Ford F-150,large pickups,2WD,2005-08,65,59,71,24.0,42.0,15.0,700986
MY2008,Ford F-150 extended cab,large pickups,4WD,2005-08,55,50,60,14.0,42.0,20.0,859551
MY2008,Nissan Titan crew cab,large pickups,4WD,2008,92,70,114,18.0,74.0,68.0,155863
MY2008,Ford F-150,large pickups,4WD,2005-08,62,50,74,26.0,37.0,18.0,140226
MY2008,Ford F-150 extended cab,large pickups,2WD,2005-08,59,53,65,21.0,39.0,19.0,674825
MY2008,Toyota Tundra crew cab,large pickups,2WD,2007-08,23,15,31,9.0,14.0,0.0,169954
MY2008,Dodge Ram 1500 crew cab,large pickups,4WD,2006-08,40,33,47,3.0,36.0,26.0,393302
MY2008,Nissan Titan crew cab,large pickups,2WD,2008,126,102,149,31.0,94.0,81.0,213635
MY2008,Ford F-150 crew cab,large pickups,2WD,2005-08,44,39,50,15.0,29.0,14.0,742974
MY2008,Honda Ridgeline crew cab,large pickups,4WD,2006-08,27,20,33,13.0,13.0,3.0,330716
MY2008,Nissan Titan extended cab,large pickups,2WD,2008,111,86,137,35.0,77.0,42.0,138678
MY2008,Ford F-150 crew cab,large pickups,4WD,2005-08,40,36,44,11.0,29.0,19.0,973597
MY2008,Dodge Ram 1500 crew cab,large pickups,2WD,2006-08,49,41,57,9.0,39.0,21.0,370442
MY2008,Dodge Ram 3500 crew cab,very large pickups,4WD,2005-08,59,51,68,11.0,48.0,39.0,252509
MY2008,Dodge Ram 2500 crew cab,very large pickups,4WD,2005-08,47,42,53,7.0,40.0,33.0,554865
MY2008,Jeep Wrangler 2-door,small SUVs,4WD,2007-08,20,12,27,10.0,10.0,5.0,156747
MY2008,Toyota RAV4,small SUVs,2WD,2007-08,34,22,45,20.0,14.0,7.0,191561
MY2008,Toyota RAV4,small SUVs,4WD,2007-08,33,23,43,14.0,19.0,0.0,274031
MY2008,Hyundai Tucson,small SUVs,4WD,2005-08,46,31,62,15.0,31.0,15.0,146206
MY2008,Honda CR-V,small SUVs,2WD,2007-08,22,14,30,22.0,0.0,0.0,229698
MY2008,Honda CR-V,small SUVs,4WD,2007-08,7,3,11,4.0,4.0,0.0,381995
MY2008,Ford Escape,small SUVs,2WD,2008,42,25,58,31.0,10.0,0.0,107393
MY2008,Kia Sportage,small SUVs,2WD,2005-08,58,45,71,32.0,27.0,16.0,202481
MY2008,Subaru Forester,small SUVs,4WD,2005-08,45,37,54,23.0,23.0,8.0,428930
MY2008,Kia Sportage,small SUVs,4WD,2005-08,41,24,59,10.0,31.0,21.0,111881
MY2008,Hyundai Tucson,small SUVs,2WD,2005-08,39,31,48,18.0,21.0,11.0,317115
MY2008,Dodge Nitro,midsize SUVs,4WD,2007-08,26,15,38,9.0,18.0,18.0,113586
MY2008,Lexus RX 350,midsize SUVs,4WD,2007-08,25,12,38,12.0,12.0,0.0,132859
MY2008,Acura MDX,midsize SUVs,4WD,2007-08,11,3,19,0.0,11.0,11.0,144067
MY2008,Lexus RX 400h,midsize SUVs,4WD,2006-08,12,3,21,12.0,0.0,0.0,122154
MY2008,Nissan Pathfinder,midsize SUVs,2WD,2005-08,60,48,72,26.0,34.0,22.0,265520
MY2008,Mazda CX-7,midsize SUVs,4WD,2007-08,32,18,46,32.0,0.0,0.0,120347
MY2008,Nissan Xterra,midsize SUVs,2WD,2006-08,72,55,89,29.0,43.0,22.0,130325
MY2008,Nissan Xterra,midsize SUVs,4WD,2006-08,27,17,37,14.0,14.0,7.0,139394
MY2008,Volvo XC90,midsize SUVs,4WD,2005-08,28,18,38,21.0,7.0,0.0,232507
MY2008,Jeep Grand Cherokee,midsize SUVs,4WD,2007-08,11,5,16,0.0,11.0,5.0,220974
MY2008,Jeep Wrangler 4-door,midsize SUVs,4WD,2007-08,17,8,26,0.0,17.0,0.0,110521
MY2008,Ford Edge,midsize SUVs,4WD,2007-08,0,0,27,0.0,0.0,0.0,137396
MY2008,BMW X3,midsize SUVs,4WD,2005-08,24,15,33,12.0,12.0,12.0,255826
MY2008,Nissan Pathfinder,midsize SUVs,4WD,2005-08,31,23,39,16.0,16.0,8.0,341596
MY2008,Mercedes-Benz M Class 4d,midsize SUVs,4WD,2006-08,14,7,22,14.0,0.0,0.0,209041
MY2008,Ford Edge,midsize SUVs,2WD,2007-08,25,15,34,12.0,12.0,6.0,197524
MY2008,Honda Pilot,midsize SUVs,4WD,2006-08,20,14,26,20.0,0.0,0.0,439432
MY2008,Infiniti FX35,midsize SUVs,4WD,2005-08,46,22,70,31.0,15.0,0.0,113394
MY2008,Honda Pilot,midsize SUVs,2WD,2006-08,20,13,28,5.0,15.0,0.0,258215
MY2008,Subaru B9 Tribeca,midsize SUVs,4WD,2006-08,62,39,84,31.0,31.0,15.0,101149
MY2008,Hyundai Santa Fe,midsize SUVs,2WD,2007-08,25,16,35,6.0,19.0,13.0,186672
MY2008,Cadillac SRX,midsize SUVs,4WD,2005-08,63,48,78,19.0,44.0,25.0,196621
MY2008,Nissan Armada,large SUVs,4WD,2005-08,0,0,34,0.0,0.0,0.0,107423
MY2008,Cadillac Escalade,large SUVs,4WD,2007-08,33,19,47,11.0,22.0,22.0,102719
MY2008,Nissan Armada,large SUVs,2WD,2005-08,21,12,29,14.0,7.0,0.0,164949
MY2008,Porsche Cayenne,large SUVs,4WD,2005-08,28,13,43,14.0,14.0,0.0,101189
MY2008,Jeep Commander,large SUVs,4WD,2006-08,22,15,29,7.0,15.0,7.0,318088
MY2008,Land Rover Range Rover,large SUVs,4WD,2005-08,22,6,37,0.0,22.0,22.0,111233
MY2008,Land Rover Range Rover Sport,large SUVs,4WD,2006-08,0,0,33,0.0,0.0,0.0,112675
MY2008,Land Rover LR3,large SUVs,4WD,2005-08,0,0,26,0.0,0.0,0.0,144159
MY2008,Lexus GX 470,large SUVs,4WD,2005-08,13,7,20,13.0,0.0,0.0,224957
MY2004,Jaguar X-type,midsize luxury cars,,2002-04,54,11,97,18.0,38.0,16.0,185420
MY2004,BMW 3 series 4-door,midsize luxury cars,,2001-04,35,17,53,18.0,16.0,8.0,566851
MY2004,Volvo S60,midsize luxury cars,,2001-04,34,7,61,20.0,13.0,8.0,294235
MY2004,Mercedes-Benz C-Class,midsize luxury cars,,2001-04,24,8,40,14.0,12.0,0.0,397704
MY2004,Infiniti G35,midsize luxury cars,,2003-04,11,0,23,7.0,3.0,0.0,208264
MY2004,BMW 3 series 2-door,midsize luxury cars,,2001-04,35,3,66,25.0,9.0,4.0,168988
MY2004,Lexus ES series,midsize luxury cars,,2004,18,4,33,8.0,11.0,6.0,399988
MY2004,BMW 3 series convertible,midsize luxury cars,,2001-04,48,5,92,40.0,4.0,4.0,176135
MY2004,Lincoln LS,large luxury cars,,2001-04,53,26,81,18.0,37.0,8.0,393213
MY2004,Mercedes-Benz E-Class,large luxury cars,,2003-04,14,0,31,5.0,9.0,5.0,155290
MY2004,Lexus LS 430,large luxury cars,,2001-04,30,12,47,22.0,8.0,0.0,278235
MY2004,Cadillac CTS,large luxury cars,,2003-04,81,34,129,30.0,53.0,20.0,187442
MY2004,Lexus GS series,large luxury cars,,2001-04,29,8,49,7.0,21.0,4.0,207994
MY2004,Volvo V70 wagon,large luxury cars,4WD,2001-04,26,0,56,7.0,22.0,10.0,215511
MY2004,Buick Park Avenue,large luxury cars,,2001-04,85,49,121,69.0,14.0,10.0,310109
MY2004,Volvo S80,large luxury cars,,2001-04,29,0,59,9.0,22.0,4.0,173223
MY2004,Cadillac Seville,large luxury cars,,2001-04,30,5,56,19.0,10.0,3.0,216363
MY2004,Volvo V70 wagon,large luxury cars,,2001-04,35,0,69,28.0,5.0,0.0,147419
MY2004,Cadillac Deville,large luxury cars,,2001-04,51,36,66,37.0,14.0,2.0,841756
MY2004,Lincoln Town Car,very large luxury cars,,2003-04,91,44,139,41.0,50.0,29.0,177359
MY2004,BMW 7 series,very large luxury cars,,2003-04,11,0,23,4.0,7.0,0.0,211623
MY2004,Mercedes Benz S-Class,very large luxury cars,,2001-04,21,5,38,9.0,12.0,6.0,245504
MY2004,Mazda MX-5 Miata convertible,mini sports cars,,2001-04,65,16,115,29.0,37.0,10.0,144427
MY2004,Mitsubishi Eclipse convertible,small sports cars,,2001-04,146,78,214,53.0,93.0,33.0,178493
MY2004,Chevrolet Corvette,midsize sports cars,,2001-04,81,42,119,28.0,50.0,18.0,202546
MY2004,Ford Mustang,midsize sports cars,,2001-04,150,122,177,67.0,83.0,42.0,975910
MY2004,Nissan 350Z,midsize sports cars,,2003-04,193,110,276,65.0,123.0,74.0,100245
MY2004,Chevrolet Corvette convertible,midsize sports cars,,2001-04,96,40,151,50.0,49.0,18.0,123467
MY2004,Ford Mustang convertible,midsize sports cars,,2001-04,97,65,129,51.0,45.0,19.0,430459
MY2004,Ford Thunderbird convertible,large sports cars,,2002-04,37,7,67,19.0,18.0,12.0,122751
MY2004,Pontiac Vibe,small station wagons/minivans,,2003-04,62,20,105,31.0,36.0,29.0,175731
MY2004,Ford Focus wagon,small station wagons/minivans,,2001-04,101,54,147,77.0,21.0,17.0,298222
MY2004,Toyota Matrix,small station wagons/minivans,,2003-04,44,9,79,17.0,27.0,7.0,198707
MY2004,Chrysler PT Cruiser,small station wagons/minivans,,2001-04,97,77,117,46.0,51.0,29.0,1392816
MY2004,Volkswagen Passat,midsize station wagons/minivans,,2001-04,37,0,82,33.0,0.0,0.0,134511
MY2004,Subaru Legacy,midsize station wagons/minivans,,2001-04,50,30,70,19.0,34.0,16.0,720337
MY2004,Chevrolet Venture,large station wagons/minivans,,2001-04,72,20,123,40.0,32.0,5.0,142022
MY2004,Dodge Caravan,large station wagons/minivans,,2001-04,65,41,89,42.0,22.0,5.0,590413
MY2004,Chevrolet Venture LWB,large station wagons/minivans,,2001-04,63,37,89,45.0,17.0,9.0,588603
MY2004,Ford Taurus,large station wagons/minivans,,2001-04,91,29,153,75.0,10.0,0.0,149911
MY2004,Mazda MPV,large station wagons/minivans,,2001-04,36,10,62,24.0,10.0,8.0,279895
MY2004,Oldsmobile Silhouette,large station wagons/minivans,,2001-04,97,44,149,77.0,13.0,6.0,229442
MY2004,Toyota Sienna,very large station wagons/minivans,,2004,17,0,35,4.0,13.0,4.0,172902
MY2004,Kia Sedona,very large station wagons/minivans,,2002-04,35,9,62,23.0,11.0,0.0,266669
MY2004,Chrysler Town & Country,very large station wagons/minivans,,2001-04,54,37,71,33.0,21.0,14.0,1047309
MY2004,Dodge Grand Caravan,very large station wagons/minivans,,2001-04,48,33,62,35.0,12.0,6.0,1296920
MY2004,Honda Odyssey,very large station wagons/minivans,,2002-04,17,6,28,8.0,8.0,4.0,842313
MY2004,Chevrolet Astro,very large station wagons/minivans,,2001-04,7,0,18,4.0,4.0,4.0,205411
MY2004,Nissan Frontier,small pickups,2WD,2001-04,67,46,87,36.0,30.0,19.0,556874
MY2004,Toyota Tacoma,small pickups,2WD,2001-04,96,73,118,45.0,50.0,35.0,843700
MY2004,Dodge Dakota,small pickups,4WD,2001-04,62,41,83,21.0,42.0,24.0,547871
MY2004,Ford Ranger,small pickups,2WD,2001-04,135,114,156,60.0,76.0,50.0,1421002
MY2004,Toyota Tacoma,small pickups,4WD,2001-04,85,61,109,23.0,62.0,38.0,559347
MY2004,Dodge Dakota,small pickups,2WD,2001-04,103,77,129,51.0,53.0,18.0,650572
MY2004,Chevrolet T10,small pickups,4WD,2001-04,98,44,153,71.0,24.0,10.0,149314
MY2004,Nissan Frontier,small pickups,4WD,2001-04,61,19,102,32.0,29.0,12.0,180021
MY2004,Mazda B series,small pickups,2WD,2001-04,147,89,205,48.0,95.0,78.0,151952
MY2004,Ford Ranger,small pickups,4WD,2001-04,150,119,180,42.0,106.0,77.0,622872
MY2004,Ford F150,large pickups,4WD,2004,58,23,93,16.0,41.0,10.0,142764
MY2004,GMC Sierra 1500,large pickups,4WD,2001-04,71,48,95,27.0,47.0,22.0,568152
MY2004,Chevrolet Silverado 1500,large pickups,4WD,2001-04,85,72,99,29.0,57.0,40.0,1841919
MY2004,Chevrolet Slvrdo 1500,large pickups,2WD,2001-04,106,91,120,43.0,64.0,40.0,2042947
MY2004,Toyota Tundra,large pickups,4WD,2001-04,65,40,89,22.0,41.0,34.0,369036
MY2004,Ford F150 Heritage,large pickups,2WD,2001-04,119,103,136,44.0,78.0,50.0,1789282
MY2004,GMC Sierra 1500,large pickups,2WD,2001-04,82,59,106,35.0,47.0,22.0,574459
MY2004,Toyota Tundra,large pickups,2WD,2001-04,69,44,93,16.0,53.0,32.0,492087
MY2004,Dodge Ram 1500,large pickups,2WD,2002-04,99,78,120,31.0,69.0,40.0,915411
MY2004,Ford F150,large pickups,2WD,2004,40,10,71,24.0,17.0,0.0,130026
MY2004,Dodge Ram 1500,large pickups,4WD,2002-04,46,30,62,24.0,22.0,18.0,602179
MY2004,Ford F150 Heritage,large pickups,4WD,2001-04,118,95,141,29.0,89.0,60.0,980918
MY2004,Ford F350,very large pickups,4WD,2001-04,103,79,128,16.0,87.0,69.0,625768
MY2004,Ford F250,very large pickups,4WD,2001-04,122,101,143,21.0,102.0,78.0,1196931
MY2004,GMC Sierra 2500,very large pickups,4WD,2001-04,53,32,74,19.0,33.0,24.0,368306
MY2004,Ford F350,very large pickups,2WD,2001-04,50,15,85,18.0,34.0,25.0,175367
MY2004,Chevrolet Slvrdo 2500,very large pickups,4WD,2001-04,72,57,88,24.0,48.0,37.0,1108228
MY2004,Dodge Ram 2500,very large pickups,4WD,2003-04,73,39,108,10.0,63.0,57.0,222406
MY2004,Chevrolet Silverado 2500,very large pickups,2WD,2001-04,56,34,78,25.0,32.0,20.0,397815
MY2004,Ford F250,very large pickups,2WD,2001-04,56,36,77,20.0,36.0,26.0,463906
MY2004,Honda CR-V,small SUVs,2WD,2002-04,49,1,96,12.0,39.0,5.0,159770
MY2004,Chevrolet Tracker,small SUVs,4WD,2001-04,132,73,191,75.0,53.0,39.0,244352
MY2004,Honda Element,small SUVs,4WD,2003-04,49,0,98,0.0,53.0,34.0,131864
MY2004,Honda CR-V,small SUVs,4WD,2002-04,67,40,95,41.0,24.0,22.0,602689
MY2004,Subaru Forester,small SUVs,4WD,2003-04,53,8,98,24.0,32.0,13.0,175049
MY2004,Mazda Tribute,small SUVs,2WD,2001-04,85,31,140,49.0,35.0,19.0,199590
MY2004,Saturn Vue,small SUVs,4WD,2002-04,65,19,112,34.0,30.0,21.0,176181
MY2004,Saturn Vue,small SUVs,2WD,2002-04,73,29,118,23.0,55.0,26.0,197646
MY2004,Mazda Tribute,small SUVs,4WD,2001-04,44,9,79,15.0,31.0,10.0,226895
MY2004,Ford Escape,small SUVs,4WD,2001-04,65,42,88,30.0,34.0,20.0,741369
MY2004,Ford Escape,small SUVs,2WD,2001-04,84,54,115,52.0,30.0,23.0,577818
MY2004,Hyundai Santa Fe,small SUVs,2WD,2003-04,47,9,86,23.0,25.0,24.0,182885
MY2004,Jeep Wrangler,small SUVs,4WD,2001-04,91,62,120,26.0,67.0,55.0,590694
MY2004,Buick Rendezvous,midsize SUVs,4WD,2002-04,51,5,97,27.0,23.0,18.0,167788
MY2004,Nissan Pathfinder,midsize SUVs,2WD,2001-04,64,25,102,35.0,30.0,25.0,174465
MY2004,Jeep Grand Cherokee,midsize SUVs,2WD,2001-04,68,39,98,33.0,36.0,24.0,424165
MY2004,Toyota 4Runner,midsize SUVs,4WD,2003-04,13,0,28,4.0,8.0,8.0,175152
MY2004,Land Rover Discovery,midsize SUVs,4WD,2001-04,111,44,177,39.0,74.0,43.0,155768
MY2004,Lexus RX 330,midsize SUVs,4WD,2004,28,7,49,17.0,11.0,2.0,428474
MY2004,Isuzu Rodeo,midsize SUVs,2WD,2001-04,131,66,195,61.0,68.0,47.0,202732
MY2004,Nissan Pathfinder,midsize SUVs,4WD,2001-04,36,15,57,12.0,25.0,10.0,424382
MY2004,Ford Explorer,midsize SUVs,4WD,2002-04,47,33,62,11.0,39.0,24.0,1397783
MY2004,Toyota Highlander,midsize SUVs,2WD,2001-04,30,10,50,17.0,12.0,5.0,458255
MY2004,Chevrolet Trailblazer,midsize SUVs,2WD,2003-04,102,49,155,26.0,79.0,65.0,192882
MY2004,Chevrolet Blazer,midsize SUVs,2WD,2001-04,232,146,318,83.0,151.0,134.0,160222
MY2004,GMC Envoy,midsize SUVs,4WD,2003-04,88,25,150,10.0,85.0,60.0,146980
